student.label,game.score,coast,game.scheduled,percent.training.sessions.attended,overall.fitness.score,X..extra.strategy.sessions.attended,hours.of.sleep.the.night.before.game,early.bird.night.owl,previous.competitive.sports,X..meals.on.day.prior.to.game,university.year,game.number
625,31.42,west coast,noon,0.5,0.79,1,8,night owl,table tennis,5,sophomore,9
626,36.38,west coast,noon,0.95,0.65,8,0,night owl,gymnastics,6,junior,9
627,34.02,west coast,noon,0.66,0,6,9,night owl,basketball,3,sophomore,9
628,42.55,west coast,noon,1,0.24,10,11,night owl,curling,4,sophomore,9
629,30.47,west coast,noon,0,0.91,8,5,night owl,basketball,3,sophomore,9
630,45.85,west coast,noon,1,0.41,8,12,night owl,table tennis,4,senior,9
631,74.79,west coast,evening,0.94,0.98,4,8,night owl,frisbee,8,sophomore,9
632,85.22,west coast,evening,0.96,1,8,9,night owl,martial arts,3,junior,9
633,53.98,west coast,evening,1,0.67,0,5,night owl,martial arts,4,junior,9
634,33.15,west coast,evening,0.49,0,7,4,night owl,martial arts,3,senior,9
635,14.8,west coast,evening,0.98,0,0,3,night owl,baseball,4,junior,9
636,29.24,west coast,evening,0.96,0.63,2,0,night owl,table tennis,4,sophomore,9
637,46.27,west coast,evening,1,0.1,10,11,night owl,baseball,3,senior,9
638,36.3,west coast,evening,0.08,0,10,4,night owl,martial arts,2,sophomore,9
639,20.41,west coast,evening,0.82,0.11,5,7,early bird,curling,4,sophomore,9
640,50.08,west coast,evening,1,0,10,5,night owl,football,1,junior,9
641,35.16,west coast,noon,0.04,0.96,3,5,night owl,frisbee,2,senior,9
642,34.84,west coast,noon,0.04,0.71,9,7,night owl,baseball,1,junior,9
643,71.98,west coast,noon,1,1,4,4,night owl,curling,4,junior,9
644,69.52,west coast,noon,1,1,4,7,night owl,gymnastics,4,sophomore,9
645,21.76,west coast,noon,0.14,0.85,7,3,night owl,table tennis,4,junior,9
646,38.21,west coast,noon,0.13,1,1,5,early bird,martial arts,2,junior,9
647,55.02,west coast,noon,1,0,10,2,night owl,martial arts,1,sophomore,9
648,75.73,west coast,noon,0.96,1,4,5,night owl,frisbee,5,sophomore,9
649,67.46,west coast,noon,0.9,1,6,1,early bird,frisbee,5,junior,9
650,18.91,west coast,noon,0,0.99,4,7,night owl,curling,6,frosh,9
651,16.11,west coast,evening,0.25,0.41,3,6,early bird,martial arts,6,sophomore,9
652,71.42,west coast,evening,0.98,0.94,8,2,early bird,frisbee,3,sophomore,9
653,56.86,west coast,evening,0.77,0.08,9,11,night owl,frisbee,4,frosh,9
654,37.8,west coast,evening,0.19,0.96,8,11,night owl,baseball,3,junior,9
655,45.07,west coast,evening,0.25,1,4,11,night owl,frisbee,3,junior,9
656,46.23,west coast,evening,1,0.04,10,6,early bird,baseball,3,senior,9
657,76.53,west coast,evening,0.96,0.99,5,6,night owl,football,4,frosh,9
658,26.83,west coast,evening,0,0.41,3,7,night owl,baseball,5,frosh,9
659,40.54,west coast,evening,0.36,0.98,2,2,night owl,frisbee,5,sophomore,9
660,78.55,west coast,evening,0.71,1,7,10,night owl,basketball,4,sophomore,9
661,70.38,west coast,noon,0.72,1,8,4,night owl,martial arts,3,senior,9
662,22.21,west coast,noon,0,1,3,8,night owl,table tennis,3,sophomore,9
663,21.41,west coast,noon,0.36,0.94,0,0,night owl,curling,7,frosh,9
664,37.26,west coast,noon,0.54,0.38,5,6,night owl,curling,3,sophomore,9
665,37.9,west coast,noon,0.11,0.31,10,12,night owl,martial arts,3,sophomore,9
666,30.72,west coast,noon,1,0.13,1,11,night owl,martial arts,3,junior,9
667,6.97,west coast,noon,0,1,6,2,night owl,table tennis,6,junior,9
668,59.11,west coast,noon,0.84,0.92,6,1,night owl,football,4,junior,9
669,28.55,west coast,noon,0,0.85,9,3,night owl,curling,4,junior,9
670,52.74,west coast,noon,0.97,0.4,10,8,night owl,table tennis,6,sophomore,9
671,68.82,west coast,noon,0.99,0.97,8,12,night owl,curling,3,junior,9
672,8.94,west coast,noon,0.11,0.11,4,6,night owl,frisbee,4,sophomore,9
673,56.31,west coast,noon,1,0.82,2,1,night owl,basketball,3,junior,9
674,4.34,west coast,noon,0.01,0,1,2,early bird,martial arts,3,frosh,9
675,36.69,west coast,noon,0,0,3,2,early bird,frisbee,3,frosh,9
676,62.39,west coast,noon,0.96,1,1,3,night owl,football,3,sophomore,9
677,22.31,west coast,noon,0.22,0.06,8,9,early bird,table tennis,3,sophomore,9
678,59.14,west coast,noon,1,0.92,4,6,night owl,table tennis,3,junior,9
679,32,west coast,noon,0.17,1,3,12,night owl,table tennis,3,senior,9
680,74.84,west coast,noon,1,0.97,9,5,night owl,curling,3,sophomore,9
681,27.73,west coast,noon,1,0,5,12,night owl,table tennis,5,junior,9
682,0,west coast,noon,0.17,0.23,4,7,night owl,martial arts,5,frosh,9
683,44.72,west coast,noon,0,1,10,11,early bird,curling,2,senior,9
684,26.56,west coast,noon,0.96,0,5,7,night owl,baseball,4,junior,9
685,5.43,west coast,noon,0.3,0.57,2,7,night owl,baseball,3,junior,9
686,0,west coast,noon,0.08,0.08,0,2,night owl,table tennis,3,sophomore,9
687,52.5,west coast,noon,0.9,0.89,5,8,night owl,table tennis,4,senior,9
688,34.48,west coast,noon,0.8,0.12,8,8,night owl,frisbee,3,senior,9
689,0,west coast,noon,0.16,0.25,4,0,early bird,gymnastics,4,frosh,9
690,15.29,west coast,noon,0,1,3,2,night owl,baseball,4,junior,9
691,72.91,west coast,noon,0.99,1,8,10,night owl,baseball,4,senior,9
692,46.4,west coast,noon,0.58,0.72,0,4,early bird,table tennis,4,junior,9
693,77.18,west coast,noon,0.84,1,7,7,night owl,martial arts,3,sophomore,9
694,33.85,west coast,noon,0.83,0.33,7,0,night owl,baseball,3,sophomore,9
695,53.15,west coast,noon,0.98,0.25,10,9,night owl,frisbee,3,sophomore,9
696,38.95,west coast,noon,1,0,7,4,night owl,martial arts,3,sophomore,9
697,42.63,west coast,noon,0.19,1,10,10,night owl,table tennis,5,sophomore,9
698,23,west coast,noon,0.45,0.67,2,5,night owl,martial arts,4,sophomore,9
699,35.45,west coast,noon,0.04,0.52,9,4,night owl,martial arts,4,sophomore,9
700,36.73,west coast,noon,0.96,0,6,8,night owl,gymnastics,3,junior,9
701,53.27,west coast,noon,1,0.67,1,12,night owl,frisbee,3,junior,9
702,34.95,west coast,noon,0.52,0,8,11,night owl,football,3,sophomore,9
703,36.69,west coast,noon,0.42,0.83,3,9,night owl,frisbee,1,senior,9
704,45.12,west coast,noon,0.75,0,5,8,early bird,frisbee,4,frosh,9
705,29.54,west coast,noon,0.27,0.78,1,10,early bird,frisbee,2,junior,9
706,32.95,west coast,noon,1,0.29,0,2,night owl,football,5,sophomore,9
707,38.31,west coast,noon,1,0.12,4,10,early bird,basketball,7,sophomore,9
708,29.04,west coast,noon,0.28,1,1,0,night owl,table tennis,5,frosh,9
709,42.67,west coast,noon,1,0.55,3,0,night owl,curling,5,junior,9
710,31.96,west coast,noon,0.16,0.93,8,12,early bird,baseball,4,sophomore,9
711,84.73,west coast,noon,0.08,0,1,0,night owl,baseball,3,sophomore,9
712,83.06,west coast,noon,0,0.16,0,1,night owl,football,6,junior,9
713,46.71,west coast,noon,0.95,0.78,5,0,night owl,table tennis,5,junior,9
714,35.2,west coast,noon,1,0.54,7,0,night owl,gymnastics,4,frosh,9
715,42.45,west coast,noon,1,0.37,2,12,night owl,basketball,2,sophomore,9
716,43.61,west coast,noon,0.97,0.64,4,1,night owl,baseball,4,senior,9
717,43.32,west coast,noon,1,0.37,2,9,night owl,frisbee,3,senior,9
718,29.8,west coast,noon,0.06,0.03,2,0,night owl,basketball,3,frosh,9
719,14.59,west coast,noon,0.15,0.06,1,7,night owl,frisbee,4,junior,9
720,36.33,west coast,noon,0,0.49,2,4,night owl,table tennis,4,frosh,9
721,34.6,west coast,morning,0.68,0.16,7,12,night owl,curling,7,frosh,9
722,43.11,west coast,morning,0.51,0,9,3,early bird,curling,3,junior,9
723,66.37,west coast,morning,0.9,0.74,10,5,early bird,baseball,6,sophomore,9
724,48.15,west coast,morning,0.54,0.03,10,3,night owl,baseball,3,junior,9
725,69.7,west coast,morning,0.87,1,7,9,night owl,table tennis,4,senior,9
726,59.73,west coast,morning,0.76,0.91,1,12,early bird,curling,2,junior,9
727,13.52,west coast,morning,0,0.43,7,1,night owl,curling,5,sophomore,9
728,52.82,west coast,morning,0.64,0.71,7,8,night owl,baseball,3,junior,9
729,47.4,west coast,morning,0.36,1,2,6,night owl,frisbee,3,sophomore,9
730,82.48,west coast,morning,0.86,1,10,9,night owl,frisbee,4,sophomore,9
731,42.98,west coast,evening,0.78,0.21,3,5,night owl,basketball,2,frosh,9
732,20.92,west coast,evening,0,0.06,6,1,night owl,table tennis,4,sophomore,9
733,2.05,west coast,evening,0.08,0.86,2,1,night owl,football,7,sophomore,9
734,37.76,west coast,evening,0,0.51,9,6,night owl,frisbee,3,junior,9
735,78.76,west coast,evening,0.83,1,7,9,night owl,frisbee,2,junior,9
736,48.78,west coast,evening,0.19,0.99,9,8,night owl,table tennis,3,frosh,9
737,31.27,west coast,evening,1,0.29,6,3,early bird,gymnastics,2,senior,9
738,63.68,west coast,evening,0.99,1,7,4,early bird,curling,6,sophomore,9
739,35.3,west coast,evening,0.66,0.45,5,6,early bird,football,4,senior,9
740,15.07,west coast,evening,0.27,0.06,5,10,night owl,gymnastics,6,junior,9
741,34.18,west coast,evening,0,0.75,8,8,early bird,curling,3,junior,9
742,41.01,west coast,evening,0,0,3,6,night owl,frisbee,3,sophomore,9
743,26.8,west coast,evening,0.99,0,5,3,early bird,gymnastics,6,frosh,9
744,79.46,west coast,evening,1,0.8,9,6,night owl,basketball,4,sophomore,9
745,43.21,west coast,evening,0.04,0.06,6,10,night owl,frisbee,3,frosh,9
746,46.7,west coast,evening,0.02,0.82,8,8,night owl,martial arts,3,junior,9
747,26.86,west coast,evening,0,0.31,2,9,night owl,martial arts,6,frosh,9
748,33.26,west coast,evening,0.05,0.2,1,1,night owl,table tennis,2,senior,9
749,50.43,west coast,evening,0.78,0.35,7,12,night owl,table tennis,4,sophomore,9
750,44.09,west coast,evening,0.4,0.12,7,10,night owl,football,3,junior,9
751,39.98,west coast,noon,0.69,0.25,4,11,night owl,martial arts,1,junior,9
752,31.8,west coast,noon,0.26,0.46,5,3,night owl,basketball,3,sophomore,9
753,37.54,west coast,noon,0.56,0.03,10,11,night owl,curling,3,senior,9
754,56.4,west coast,noon,0.9,0.92,1,4,night owl,table tennis,4,sophomore,9
755,40.41,west coast,noon,0.1,0,3,5,night owl,gymnastics,6,junior,9
756,55.01,west coast,noon,0.76,0.43,10,1,night owl,gymnastics,4,sophomore,9
757,32.51,west coast,noon,0.6,0.14,8,3,night owl,table tennis,4,junior,9
758,33.58,west coast,noon,0.16,0.71,9,11,night owl,curling,5,sophomore,9
759,37.86,west coast,noon,0.47,0,4,1,night owl,football,3,sophomore,9
760,79.11,west coast,noon,0.88,1,8,9,night owl,football,2,senior,9
761,47.22,west coast,noon,0.07,0.91,10,11,early bird,martial arts,3,junior,9
762,42.87,west coast,noon,1,0,8,8,night owl,gymnastics,1,junior,9
763,15.9,west coast,noon,0,1,4,3,night owl,curling,3,junior,9
764,30.63,west coast,noon,0.68,0.03,1,10,night owl,frisbee,4,frosh,9
765,4.44,west coast,noon,0,0.07,2,2,early bird,curling,5,sophomore,9
766,17.5,west coast,noon,0.07,0.46,2,9,night owl,football,2,senior,9
767,12.55,west coast,noon,0,0.37,3,4,night owl,curling,1,junior,9
768,40.99,west coast,noon,1,0.11,7,7,night owl,baseball,4,junior,9
769,7.65,west coast,noon,0.27,0.44,0,9,early bird,football,6,junior,9
770,49.34,west coast,noon,0,1,9,12,early bird,martial arts,2,senior,9
771,36.77,west coast,noon,1,0,6,7,night owl,martial arts,6,frosh,9
772,32.16,west coast,noon,0,0.98,9,0,night owl,table tennis,3,junior,9
773,56.44,west coast,noon,0.95,0.88,3,4,night owl,martial arts,3,junior,9
774,51.8,west coast,noon,0.52,1,3,4,night owl,martial arts,4,junior,9
775,12.28,west coast,noon,0.65,0.11,0,2,night owl,baseball,4,frosh,9
776,68.19,west coast,noon,1,0.98,0,4,night owl,frisbee,5,junior,9
777,34.59,west coast,noon,0.34,0.23,5,5,night owl,martial arts,3,sophomore,9
778,63.32,west coast,noon,1,0.94,0,4,night owl,frisbee,4,sophomore,9
779,41.11,west coast,noon,0.83,0.11,10,12,early bird,curling,2,sophomore,9
780,18.99,west coast,noon,0.38,0,4,1,night owl,curling,4,junior,9
781,13.46,west coast,morning,0.15,0.26,2,9,night owl,table tennis,4,junior,9
782,20.06,west coast,morning,0.07,0.19,0,5,night owl,frisbee,6,junior,9
783,44.82,west coast,morning,0.22,0.38,5,7,night owl,frisbee,3,sophomore,9
784,46.29,west coast,morning,0,0,9,0,night owl,martial arts,3,frosh,9
785,83.15,west coast,morning,0.86,1,1,8,night owl,martial arts,1,senior,9
786,24.88,west coast,morning,0.06,0.37,2,0,early bird,curling,3,frosh,9
787,11.98,west coast,morning,0,0.27,0,0,night owl,frisbee,5,junior,9
788,4.43,west coast,morning,0,0,4,2,night owl,football,4,frosh,9
789,43.71,west coast,morning,0,1,0,3,early bird,frisbee,3,senior,9
790,81.25,west coast,morning,1,1,7,2,night owl,frisbee,4,junior,9
791,78.89,west coast,evening,0.91,1,4,11,night owl,martial arts,3,junior,9
792,30.64,west coast,evening,0.67,0.23,1,6,night owl,curling,3,sophomore,9
793,42.45,west coast,evening,0.04,1,7,3,night owl,gymnastics,4,sophomore,9
794,74.92,west coast,evening,0.85,1,5,6,early bird,martial arts,2,junior,9
795,28.33,west coast,evening,0.9,0,0,5,night owl,curling,3,senior,9
796,77.74,west coast,evening,0.88,1,2,10,night owl,basketball,2,sophomore,9
797,90.04,west coast,evening,1,1,10,7,night owl,curling,4,sophomore,9
798,21.54,west coast,evening,0.2,0.42,1,8,night owl,gymnastics,5,sophomore,9
799,40.46,west coast,evening,0,0.9,6,7,night owl,table tennis,2,junior,9
800,78.2,west coast,evening,0.67,0.98,8,11,night owl,martial arts,4,sophomore,9
801,27.58,west coast,noon,0.47,0.1,2,4,night owl,football,5,sophomore,9
802,29.18,west coast,noon,0.88,0,6,3,night owl,table tennis,3,sophomore,9
803,24.52,west coast,noon,0.13,0.01,10,10,night owl,curling,6,sophomore,9
804,31.17,west coast,noon,0.94,0.05,6,5,night owl,football,3,senior,9
805,62.53,west coast,noon,1,1,0,0,night owl,basketball,4,junior,9
806,15.56,west coast,noon,0.21,0.52,5,12,night owl,baseball,3,senior,9
807,24.84,west coast,noon,0.22,0,10,6,night owl,gymnastics,4,frosh,9
808,26.65,west coast,noon,0,0.89,1,3,night owl,frisbee,3,junior,9
809,31.06,west coast,noon,1,0,0,0,night owl,curling,4,frosh,9
810,10.09,west coast,noon,0.8,0.08,0,5,early bird,football,6,sophomore,9
811,25.06,west coast,morning,0.92,0,2,2,night owl,baseball,5,frosh,9
812,48.36,west coast,morning,0.33,1,9,12,night owl,table tennis,4,sophomore,9
813,60.34,west coast,morning,0.97,0.94,5,11,night owl,curling,5,senior,9
814,66.92,west coast,morning,1,1,1,10,night owl,football,4,frosh,9
815,28.31,west coast,morning,0.23,0.02,5,8,night owl,baseball,4,sophomore,9
816,33.23,west coast,morning,0.53,0.18,9,7,night owl,curling,3,junior,9
817,30.39,west coast,morning,0.88,0.05,7,2,night owl,table tennis,6,sophomore,9
818,21.64,west coast,morning,0.06,0.36,9,8,night owl,baseball,5,frosh,9
819,19.77,west coast,morning,0,0,3,8,night owl,table tennis,5,sophomore,9
820,17.77,west coast,morning,0.08,0,8,1,night owl,curling,7,frosh,9
821,25.66,west coast,morning,0.03,0.9,5,7,night owl,table tennis,3,sophomore,9
822,31.55,west coast,morning,1,0.02,5,6,night owl,table tennis,3,frosh,9
823,38.26,west coast,morning,0.87,0.14,7,11,night owl,baseball,3,senior,9
824,64.33,west coast,morning,0.91,0.99,1,12,night owl,martial arts,6,sophomore,9
825,52.98,west coast,morning,0.95,0.32,10,6,night owl,gymnastics,3,sophomore,9
826,23.07,west coast,morning,0,0.62,9,7,night owl,baseball,3,sophomore,9
827,18.91,west coast,morning,0.54,0.29,6,3,night owl,baseball,5,frosh,9
828,54.95,west coast,morning,1,0.79,6,5,night owl,martial arts,5,junior,9
829,17.42,west coast,morning,0.6,0,5,10,night owl,football,5,sophomore,9
830,31.93,west coast,morning,0.81,0,3,9,night owl,curling,3,junior,9
831,36.95,west coast,noon,0,0,6,10,night owl,table tennis,4,sophomore,9
832,33.92,west coast,noon,1,0.38,6,2,night owl,baseball,5,frosh,9
833,80.17,west coast,noon,0.95,0.99,8,8,early bird,curling,1,senior,9
834,56.37,west coast,noon,1,0.71,4,5,night owl,basketball,6,sophomore,9
835,35.53,west coast,noon,0.38,0.69,1,6,night owl,martial arts,4,junior,9
836,66.28,west coast,noon,0.63,1,10,0,night owl,curling,8,frosh,9
837,44.8,west coast,noon,1,0,0,5,night owl,frisbee,4,junior,9
838,68.86,west coast,noon,0.86,1,5,0,night owl,basketball,3,sophomore,9
839,70.46,west coast,noon,0.78,1,10,2,night owl,table tennis,4,frosh,9
840,59.08,west coast,noon,1,1,4,1,night owl,baseball,3,sophomore,9
841,34.21,west coast,noon,0.71,0.01,3,6,night owl,table tennis,5,senior,9
842,79.02,west coast,noon,0.95,1,10,8,night owl,curling,5,senior,9
843,25.83,west coast,noon,0,0,0,2,night owl,frisbee,1,junior,9
844,71.79,west coast,noon,1,1,8,2,night owl,baseball,5,junior,9
845,28.41,west coast,noon,0,0.79,7,4,night owl,frisbee,2,sophomore,9
846,53.39,west coast,noon,0.9,0.51,1,5,night owl,basketball,4,sophomore,9
847,24.42,west coast,noon,0.29,0.49,8,12,night owl,curling,7,sophomore,9
848,49.64,west coast,noon,0.99,0.68,3,4,night owl,curling,5,junior,9
849,68.63,west coast,noon,0.89,1,1,12,night owl,basketball,3,junior,9
850,54.57,west coast,noon,0.98,0.19,7,6,night owl,baseball,2,sophomore,9
851,34.93,west coast,noon,0.97,0.68,2,2,night owl,curling,3,junior,9
852,26.15,west coast,noon,0.07,1,2,0,early bird,basketball,3,junior,9
853,33.35,west coast,noon,0,1,5,12,night owl,martial arts,5,sophomore,9
854,10.26,west coast,noon,0.19,0,9,12,early bird,curling,1,senior,9
855,31.8,west coast,noon,0.67,0.15,6,12,night owl,curling,1,senior,9
856,51.06,west coast,noon,0.58,0.75,8,7,night owl,frisbee,4,senior,9
857,78.7,west coast,noon,1,1,5,12,early bird,basketball,2,junior,9
858,0,west coast,noon,0,0.63,1,8,night owl,curling,4,junior,9
859,24.63,west coast,noon,0.95,0.14,0,1,night owl,frisbee,5,junior,9
860,53.84,west coast,noon,0.47,0.95,9,12,early bird,basketball,1,senior,9
861,47.72,west coast,morning,0.93,0,10,4,night owl,curling,3,junior,9
862,36.99,west coast,morning,0.93,0.14,5,0,early bird,martial arts,3,sophomore,9
863,43.57,west coast,morning,0,1,5,3,early bird,martial arts,5,frosh,9
864,67.05,west coast,morning,0.87,0.9,7,8,night owl,frisbee,4,junior,9
865,33.83,west coast,morning,0.9,0.2,7,9,night owl,baseball,6,sophomore,9
866,28.6,west coast,morning,0.43,0.14,7,11,night owl,baseball,3,junior,9
867,42.2,west coast,morning,0.94,0.28,0,0,early bird,curling,1,senior,9
868,67.19,west coast,morning,0.82,1,5,10,night owl,table tennis,3,junior,9
869,45.42,west coast,morning,0.63,0,8,12,early bird,table tennis,3,junior,9
870,31.54,west coast,morning,0.01,0,7,4,night owl,basketball,3,senior,9
871,37.01,west coast,noon,1,0.02,9,8,early bird,curling,3,senior,9
872,30.18,west coast,noon,0.28,0.81,4,8,night owl,gymnastics,6,junior,9
873,57.18,west coast,noon,0.84,0,5,2,early bird,curling,7,frosh,9
874,49.95,west coast,noon,0.52,0,7,7,night owl,football,3,sophomore,9
875,45.69,west coast,noon,0.98,0,6,8,night owl,martial arts,5,frosh,9
876,50.34,west coast,noon,0.22,0.34,9,5,early bird,football,4,sophomore,9
877,66.67,west coast,noon,0.69,0.93,9,5,night owl,martial arts,4,junior,9
878,50.76,west coast,noon,1,0.43,2,7,night owl,basketball,4,junior,9
879,34.42,west coast,noon,0,0.45,8,12,early bird,table tennis,3,sophomore,9
880,55.65,west coast,noon,0.27,1,2,2,early bird,martial arts,2,frosh,9
881,30.46,west coast,evening,0,0.23,4,2,night owl,baseball,4,junior,9
882,32.18,west coast,evening,0.25,0.83,0,11,night owl,martial arts,3,junior,9
883,25.05,west coast,evening,0.46,0.63,4,2,night owl,football,4,sophomore,9
884,46.45,west coast,evening,0.69,0,5,9,night owl,baseball,4,senior,9
885,20.63,west coast,evening,0.14,0.17,6,11,night owl,baseball,4,junior,9
886,75.23,west coast,evening,1,0.96,6,10,night owl,football,3,sophomore,9
887,48.04,west coast,evening,1,0.39,4,9,night owl,basketball,3,senior,9
888,87.37,west coast,evening,0.92,1,10,12,night owl,curling,4,senior,9
889,32.38,west coast,evening,0,0.83,4,6,night owl,frisbee,4,junior,9
890,11.92,west coast,evening,0,0,9,0,night owl,football,3,junior,9
891,54.28,west coast,noon,0.97,0.25,7,9,night owl,frisbee,1,junior,9
892,36.11,west coast,noon,0.83,0.17,6,3,early bird,baseball,3,junior,9
893,15.4,west coast,noon,0,0.18,7,2,night owl,table tennis,4,sophomore,9
894,0,west coast,noon,0.05,0.14,4,0,night owl,table tennis,3,sophomore,9
895,13.17,west coast,noon,0.12,0.37,0,10,early bird,baseball,2,junior,9
896,4.9,west coast,noon,0.04,0.37,2,0,night owl,martial arts,3,junior,9
897,28.33,west coast,noon,1,0.07,6,7,early bird,curling,5,sophomore,9
898,74.75,west coast,noon,0.93,1,9,11,night owl,football,5,junior,9
899,68.81,west coast,noon,1,1,6,10,night owl,table tennis,4,junior,9
900,52.43,west coast,noon,0.96,0.42,10,12,night owl,football,4,sophomore,9
901,39.36,west coast,noon,0,0,10,7,night owl,curling,3,junior,9
902,25.43,west coast,noon,0,0.13,10,5,night owl,table tennis,4,frosh,9
903,30.37,west coast,noon,0.1,1,4,4,night owl,curling,3,senior,9
904,44.17,west coast,noon,0.39,0.93,3,2,early bird,frisbee,3,junior,9
905,58.37,west coast,noon,0.82,0.93,3,12,night owl,frisbee,4,frosh,9
906,33.55,west coast,noon,0.9,0.5,0,11,early bird,gymnastics,3,senior,9
907,19.43,west coast,noon,0.08,0.02,8,10,early bird,gymnastics,3,senior,9
908,51.32,west coast,noon,0.68,0.47,9,2,night owl,football,6,junior,9
909,26.78,west coast,noon,1,0.1,6,7,night owl,gymnastics,6,sophomore,9
910,48.16,west coast,noon,0.86,0.9,0,5,night owl,table tennis,3,senior,9
911,28.62,west coast,noon,0,0.62,3,9,night owl,table tennis,3,senior,9
912,33.03,west coast,noon,0.06,0.16,2,7,early bird,baseball,3,junior,9
913,25.58,west coast,noon,0,0.04,3,4,early bird,martial arts,5,junior,9
914,53.84,west coast,noon,1,0.65,0,7,night owl,basketball,3,junior,9
915,40.15,west coast,noon,0,1,6,0,early bird,table tennis,3,senior,9
916,0.22,west coast,noon,0.16,0,6,1,night owl,table tennis,5,sophomore,9
917,67.07,west coast,noon,1,1,4,2,night owl,table tennis,4,junior,9
918,59.31,west coast,noon,0.92,0.59,10,6,night owl,table tennis,4,junior,9
919,49.04,west coast,noon,0,1,8,9,early bird,martial arts,2,senior,9
920,16.88,west coast,noon,0,0.88,7,0,night owl,table tennis,4,sophomore,9
921,26.11,west coast,evening,0.22,0.89,7,10,early bird,football,5,sophomore,9
922,46.77,west coast,evening,0.93,0.05,4,7,night owl,martial arts,4,sophomore,9
923,29.49,west coast,evening,0.99,0,3,3,night owl,curling,4,junior,9
924,55.84,west coast,evening,1,0.16,10,10,night owl,curling,6,junior,9
925,74.84,west coast,evening,1,1,3,5,night owl,table tennis,5,senior,9
926,51.47,west coast,evening,1,0.62,2,0,night owl,frisbee,4,sophomore,9
927,45.02,west coast,evening,1,0.39,9,8,early bird,table tennis,6,frosh,9
928,34.39,west coast,evening,0.75,0.43,0,0,night owl,curling,3,senior,9
929,26.8,west coast,evening,0,0.13,5,5,night owl,football,3,sophomore,9
930,8.94,west coast,evening,0.15,0,0,3,early bird,baseball,6,frosh,9
931,54.49,west coast,noon,0.94,0.9,2,8,night owl,table tennis,4,frosh,9
932,17.26,west coast,noon,1,0.16,8,11,night owl,curling,8,sophomore,9
933,46.4,west coast,noon,1,0.6,5,4,night owl,curling,3,junior,9
934,3.67,west coast,noon,0.12,0.56,7,3,night owl,curling,3,senior,9
935,11.65,west coast,noon,0.12,0.72,4,6,early bird,basketball,3,junior,9
936,34.1,west coast,noon,0.6,1,0,5,night owl,table tennis,7,sophomore,9
937,0.3,west coast,noon,0.09,0,3,5,night owl,football,3,sophomore,9
938,68.33,west coast,noon,0.68,1,10,7,night owl,curling,3,senior,9
939,12.38,west coast,noon,0.3,0.73,7,4,early bird,martial arts,5,frosh,9
940,19.89,west coast,noon,0.78,0,1,8,night owl,football,2,senior,9
941,71.01,west coast,noon,0.96,1,4,7,night owl,martial arts,2,senior,9
942,76.94,west coast,noon,0.98,1,9,6,early bird,table tennis,3,junior,9
943,48.02,west coast,noon,0.71,0.74,7,5,night owl,basketball,3,junior,9
944,16.21,west coast,noon,0,0,10,5,night owl,curling,7,frosh,9
945,0.7,west coast,noon,0.03,0.96,0,11,night owl,baseball,5,senior,9
946,53.61,west coast,noon,1,0.94,2,7,night owl,football,4,senior,9
947,67.74,west coast,noon,1,1,4,1,night owl,frisbee,3,senior,9
948,31.92,west coast,noon,1,0.3,8,3,night owl,football,6,frosh,9
949,22.57,west coast,noon,0.01,0,7,1,night owl,frisbee,2,sophomore,9
950,25.37,west coast,noon,0,0.86,4,6,early bird,baseball,5,junior,9
951,65.7,west coast,noon,1,1,2,5,night owl,curling,4,senior,9
952,40.74,west coast,noon,0.45,0,7,2,night owl,martial arts,3,senior,9
953,42.38,west coast,noon,0.04,0,9,12,early bird,curling,6,junior,9
954,46.51,west coast,noon,1,0.15,1,7,early bird,curling,1,senior,9
955,27.69,west coast,noon,0.48,0,8,2,night owl,gymnastics,3,senior,9
956,62.52,west coast,noon,1,0.89,0,5,night owl,curling,3,junior,9
957,44.56,west coast,noon,1,0.12,0,4,early bird,basketball,5,frosh,9
958,74.93,west coast,noon,0.99,0.94,7,12,night owl,frisbee,5,senior,9
959,57.85,west coast,noon,0.87,0,9,8,night owl,table tennis,3,senior,9
960,26.08,west coast,noon,0,0.34,3,10,night owl,curling,7,frosh,9
961,62.04,west coast,noon,1,0.99,3,6,night owl,football,4,junior,9
962,42.32,west coast,noon,1,0.1,9,9,night owl,table tennis,4,junior,9
963,35.09,west coast,noon,0.05,0.92,2,11,night owl,basketball,6,junior,9
964,11.83,west coast,noon,0.02,0.18,7,12,night owl,curling,4,sophomore,9
965,35.22,west coast,noon,0.13,0.87,8,2,night owl,martial arts,3,sophomore,9
966,34.05,west coast,noon,0.35,0.03,7,4,early bird,table tennis,3,sophomore,9
967,36.35,west coast,noon,0.08,0.8,7,1,night owl,basketball,3,sophomore,9
968,27.4,west coast,noon,0,0.78,0,1,early bird,martial arts,1,junior,9
969,57.93,west coast,noon,1,0.87,7,8,night owl,table tennis,5,junior,9
970,34.19,west coast,noon,0.12,0.64,3,2,night owl,frisbee,2,junior,9
971,60.67,west coast,noon,0.82,0.96,5,5,night owl,frisbee,3,senior,9
972,22.8,west coast,noon,0.17,1,0,12,night owl,table tennis,6,frosh,9
973,64.99,west coast,noon,0.86,0.8,9,9,night owl,martial arts,3,sophomore,9
974,22.85,west coast,noon,0,1,8,5,night owl,basketball,4,sophomore,9
975,46.31,west coast,noon,1,0.85,2,8,night owl,martial arts,6,junior,9
